full_date,date_key,year,quarter,month_number,month_name,week_of_year,day_name,is_weekend,is_payday,month_start
2013-12-11,20131211,2013,Q4,12,December,50,Wednesday,0,0,2013-12-01
2013-12-12,20131212,2013,Q4,12,December,50,Thursday,0,0,2013-12-01
2013-12-13,20131213,2013,Q4,12,December,50,Friday,0,0,2013-12-01
2013-12-14,20131214,2013,Q4,12,December,50,Saturday,1,0,2013-12-01
2013-12-15,20131215,2013,Q4,12,December,50,Sunday,1,1,2013-12-01
2013-12-16,20131216,2013,Q4,12,December,51,Monday,0,0,2013-12-01
2013-12-17,20131217,2013,Q4,12,December,51,Tuesday,0,0,2013-12-01
2013-12-18,20131218,2013,Q4,12,December,51,Wednesday,0,0,2013-12-01
2013-12-19,20131219,2013,Q4,12,December,51,Thursday,0,0,2013-12-01
2013-12-20,20131220,2013,Q4,12,December,51,Friday,0,0,2013-12-01
2013-12-21,20131221,2013,Q4,12,December,51,Saturday,1,0,2013-12-01
2013-12-22,20131222,2013,Q4,12,December,51,Sunday,1,0,2013-12-01
2013-12-23,20131223,2013,Q4,12,December,52,Monday,0,0,2013-12-01
2013-12-24,20131224,2013,Q4,12,December,52,Tuesday,0,0,2013-12-01
2013-12-25,20131225,2013,Q4,12,December,52,Wednesday,0,0,2013-12-01
2013-12-26,20131226,2013,Q4,12,December,52,Thursday,0,0,2013-12-01
2013-12-27,20131227,2013,Q4,12,December,52,Friday,0,0,2013-12-01
2013-12-28,20131228,2013,Q4,12,December,52,Saturday,1,0,2013-12-01
2013-12-29,20131229,2013,Q4,12,December,52,Sunday,1,0,2013-12-01
2013-12-30,20131230,2013,Q4,12,December,1,Monday,0,0,2013-12-01
2013-12-31,20131231,2013,Q4,12,December,1,Tuesday,0,1,2013-12-01
2014-01-01,20140101,2014,Q1,1,January,1,Wednesday,0,0,2014-01-01
2014-01-02,20140102,2014,Q1,1,January,1,Thursday,0,0,2014-01-01
2014-01-03,20140103,2014,Q1,1,January,1,Friday,0,0,2014-01-01
2014-01-04,20140104,2014,Q1,1,January,1,Saturday,1,0,2014-01-01
2014-01-05,20140105,2014,Q1,1,January,1,Sunday,1,0,2014-01-01
2014-01-06,20140106,2014,Q1,1,January,2,Monday,0,0,2014-01-01
2014-01-07,20140107,2014,Q1,1,January,2,Tuesday,0,0,2014-01-01
2014-01-08,20140108,2014,Q1,1,January,2,Wednesday,0,0,2014-01-01
2014-01-09,20140109,2014,Q1,1,January,2,Thursday,0,0,2014-01-01
2014-01-10,20140110,2014,Q1,1,January,2,Friday,0,0,2014-01-01
2014-01-11,20140111,2014,Q1,1,January,2,Saturday,1,0,2014-01-01
2014-01-12,20140112,2014,Q1,1,January,2,Sunday,1,0,2014-01-01
2014-01-13,20140113,2014,Q1,1,January,3,Monday,0,0,2014-01-01
2014-01-14,20140114,2014,Q1,1,January,3,Tuesday,0,0,2014-01-01
2014-01-15,20140115,2014,Q1,1,January,3,Wednesday,0,1,2014-01-01
2014-01-16,20140116,2014,Q1,1,January,3,Thursday,0,0,2014-01-01
2014-01-17,20140117,2014,Q1,1,January,3,Friday,0,0,2014-01-01
2014-01-18,20140118,2014,Q1,1,January,3,Saturday,1,0,2014-01-01
2014-01-19,20140119,2014,Q1,1,January,3,Sunday,1,0,2014-01-01
2014-01-20,20140120,2014,Q1,1,January,4,Monday,0,0,2014-01-01
2014-01-21,20140121,2014,Q1,1,January,4,Tuesday,0,0,2014-01-01
2014-01-22,20140122,2014,Q1,1,January,4,Wednesday,0,0,2014-01-01
2014-01-23,20140123,2014,Q1,1,January,4,Thursday,0,0,2014-01-01
2014-01-24,20140124,2014,Q1,1,January,4,Friday,0,0,2014-01-01
2014-01-25,20140125,2014,Q1,1,January,4,Saturday,1,0,2014-01-01
2014-01-26,20140126,2014,Q1,1,January,4,Sunday,1,0,2014-01-01
2014-01-27,20140127,2014,Q1,1,January,5,Monday,0,0,2014-01-01
2014-01-28,20140128,2014,Q1,1,January,5,Tuesday,0,0,2014-01-01
2014-01-29,20140129,2014,Q1,1,January,5,Wednesday,0,0,2014-01-01
2014-01-30,20140130,2014,Q1,1,January,5,Thursday,0,0,2014-01-01
2014-01-31,20140131,2014,Q1,1,January,5,Friday,0,1,2014-01-01
2014-02-01,20140201,2014,Q1,2,February,5,Saturday,1,0,2014-02-01
2014-02-02,20140202,2014,Q1,2,February,5,Sunday,1,0,2014-02-01
2014-02-03,20140203,2014,Q1,2,February,6,Monday,0,0,2014-02-01
2014-02-04,20140204,2014,Q1,2,February,6,Tuesday,0,0,2014-02-01
2014-02-05,20140205,2014,Q1,2,February,6,Wednesday,0,0,2014-02-01
2014-02-06,20140206,2014,Q1,2,February,6,Thursday,0,0,2014-02-01
2014-02-07,20140207,2014,Q1,2,February,6,Friday,0,0,2014-02-01
2014-02-08,20140208,2014,Q1,2,February,6,Saturday,1,0,2014-02-01
2014-02-09,20140209,2014,Q1,2,February,6,Sunday,1,0,2014-02-01
2014-02-10,20140210,2014,Q1,2,February,7,Monday,0,0,2014-02-01
2014-02-11,20140211,2014,Q1,2,February,7,Tuesday,0,0,2014-02-01
2014-02-12,20140212,2014,Q1,2,February,7,Wednesday,0,0,2014-02-01
2014-02-13,20140213,2014,Q1,2,February,7,Thursday,0,0,2014-02-01
2014-02-14,20140214,2014,Q1,2,February,7,Friday,0,0,2014-02-01
2014-02-15,20140215,2014,Q1,2,February,7,Saturday,1,1,2014-02-01
2014-02-16,20140216,2014,Q1,2,February,7,Sunday,1,0,2014-02-01
2014-02-17,20140217,2014,Q1,2,February,8,Monday,0,0,2014-02-01
2014-02-18,20140218,2014,Q1,2,February,8,Tuesday,0,0,2014-02-01
2014-02-19,20140219,2014,Q1,2,February,8,Wednesday,0,0,2014-02-01
2014-02-20,20140220,2014,Q1,2,February,8,Thursday,0,0,2014-02-01
2014-02-21,20140221,2014,Q1,2,February,8,Friday,0,0,2014-02-01
2014-02-22,20140222,2014,Q1,2,February,8,Saturday,1,0,2014-02-01
2014-02-23,20140223,2014,Q1,2,February,8,Sunday,1,0,2014-02-01
2014-02-24,20140224,2014,Q1,2,February,9,Monday,0,0,2014-02-01
2014-02-25,20140225,2014,Q1,2,February,9,Tuesday,0,0,2014-02-01
2014-02-26,20140226,2014,Q1,2,February,9,Wednesday,0,0,2014-02-01
2014-02-27,20140227,2014,Q1,2,February,9,Thursday,0,0,2014-02-01
2014-02-28,20140228,2014,Q1,2,February,9,Friday,0,1,2014-02-01
2014-03-01,20140301,2014,Q1,3,March,9,Saturday,1,0,2014-03-01
2014-03-02,20140302,2014,Q1,3,March,9,Sunday,1,0,2014-03-01
2014-03-03,20140303,2014,Q1,3,March,10,Monday,0,0,2014-03-01
2014-03-04,20140304,2014,Q1,3,March,10,Tuesday,0,0,2014-03-01
2014-03-05,20140305,2014,Q1,3,March,10,Wednesday,0,0,2014-03-01
2014-03-06,20140306,2014,Q1,3,March,10,Thursday,0,0,2014-03-01
2014-03-07,20140307,2014,Q1,3,March,10,Friday,0,0,2014-03-01
2014-03-08,20140308,2014,Q1,3,March,10,Saturday,1,0,2014-03-01
2014-03-09,20140309,2014,Q1,3,March,10,Sunday,1,0,2014-03-01
2014-03-10,20140310,2014,Q1,3,March,11,Monday,0,0,2014-03-01
2014-03-11,20140311,2014,Q1,3,March,11,Tuesday,0,0,2014-03-01
2014-03-12,20140312,2014,Q1,3,March,11,Wednesday,0,0,2014-03-01
2014-03-13,20140313,2014,Q1,3,March,11,Thursday,0,0,2014-03-01
2014-03-14,20140314,2014,Q1,3,March,11,Friday,0,0,2014-03-01
2014-03-15,20140315,2014,Q1,3,March,11,Saturday,1,1,2014-03-01
2014-03-16,20140316,2014,Q1,3,March,11,Sunday,1,0,2014-03-01
2014-03-17,20140317,2014,Q1,3,March,12,Monday,0,0,2014-03-01
2014-03-18,20140318,2014,Q1,3,March,12,Tuesday,0,0,2014-03-01
2014-03-19,20140319,2014,Q1,3,March,12,Wednesday,0,0,2014-03-01
2014-03-20,20140320,2014,Q1,3,March,12,Thursday,0,0,2014-03-01
2014-03-21,20140321,2014,Q1,3,March,12,Friday,0,0,2014-03-01
2014-03-22,20140322,2014,Q1,3,March,12,Saturday,1,0,2014-03-01
2014-03-23,20140323,2014,Q1,3,March,12,Sunday,1,0,2014-03-01
2014-03-24,20140324,2014,Q1,3,March,13,Monday,0,0,2014-03-01
2014-03-25,20140325,2014,Q1,3,March,13,Tuesday,0,0,2014-03-01
2014-03-26,20140326,2014,Q1,3,March,13,Wednesday,0,0,2014-03-01
2014-03-27,20140327,2014,Q1,3,March,13,Thursday,0,0,2014-03-01
2014-03-28,20140328,2014,Q1,3,March,13,Friday,0,0,2014-03-01
2014-03-29,20140329,2014,Q1,3,March,13,Saturday,1,0,2014-03-01
2014-03-30,20140330,2014,Q1,3,March,13,Sunday,1,0,2014-03-01
2014-03-31,20140331,2014,Q1,3,March,14,Monday,0,1,2014-03-01
2014-04-01,20140401,2014,Q2,4,April,14,Tuesday,0,0,2014-04-01
2014-04-02,20140402,2014,Q2,4,April,14,Wednesday,0,0,2014-04-01
2014-04-03,20140403,2014,Q2,4,April,14,Thursday,0,0,2014-04-01
2014-04-04,20140404,2014,Q2,4,April,14,Friday,0,0,2014-04-01
2014-04-05,20140405,2014,Q2,4,April,14,Saturday,1,0,2014-04-01
2014-04-06,20140406,2014,Q2,4,April,14,Sunday,1,0,2014-04-01
2014-04-07,20140407,2014,Q2,4,April,15,Monday,0,0,2014-04-01
2014-04-08,20140408,2014,Q2,4,April,15,Tuesday,0,0,2014-04-01
2014-04-09,20140409,2014,Q2,4,April,15,Wednesday,0,0,2014-04-01
2014-04-10,20140410,2014,Q2,4,April,15,Thursday,0,0,2014-04-01
2014-04-11,20140411,2014,Q2,4,April,15,Friday,0,0,2014-04-01
2014-04-12,20140412,2014,Q2,4,April,15,Saturday,1,0,2014-04-01
2014-04-13,20140413,2014,Q2,4,April,15,Sunday,1,0,2014-04-01
2014-04-14,20140414,2014,Q2,4,April,16,Monday,0,0,2014-04-01
2014-04-15,20140415,2014,Q2,4,April,16,Tuesday,0,1,2014-04-01
2014-04-16,20140416,2014,Q2,4,April,16,Wednesday,0,0,2014-04-01
2014-04-17,20140417,2014,Q2,4,April,16,Thursday,0,0,2014-04-01
2014-04-18,20140418,2014,Q2,4,April,16,Friday,0,0,2014-04-01
2014-04-19,20140419,2014,Q2,4,April,16,Saturday,1,0,2014-04-01
2014-04-20,20140420,2014,Q2,4,April,16,Sunday,1,0,2014-04-01
2014-04-21,20140421,2014,Q2,4,April,17,Monday,0,0,2014-04-01
2014-04-22,20140422,2014,Q2,4,April,17,Tuesday,0,0,2014-04-01
2014-04-23,20140423,2014,Q2,4,April,17,Wednesday,0,0,2014-04-01
2014-04-24,20140424,2014,Q2,4,April,17,Thursday,0,0,2014-04-01
2014-04-25,20140425,2014,Q2,4,April,17,Friday,0,0,2014-04-01
2014-04-26,20140426,2014,Q2,4,April,17,Saturday,1,0,2014-04-01
2014-04-27,20140427,2014,Q2,4,April,17,Sunday,1,0,2014-04-01
2014-04-28,20140428,2014,Q2,4,April,18,Monday,0,0,2014-04-01
2014-04-29,20140429,2014,Q2,4,April,18,Tuesday,0,0,2014-04-01
2014-04-30,20140430,2014,Q2,4,April,18,Wednesday,0,1,2014-04-01
2014-05-01,20140501,2014,Q2,5,May,18,Thursday,0,0,2014-05-01
2014-05-02,20140502,2014,Q2,5,May,18,Friday,0,0,2014-05-01
2014-05-03,20140503,2014,Q2,5,May,18,Saturday,1,0,2014-05-01
2014-05-04,20140504,2014,Q2,5,May,18,Sunday,1,0,2014-05-01
2014-05-05,20140505,2014,Q2,5,May,19,Monday,0,0,2014-05-01
2014-05-06,20140506,2014,Q2,5,May,19,Tuesday,0,0,2014-05-01
2014-05-07,20140507,2014,Q2,5,May,19,Wednesday,0,0,2014-05-01
2014-05-08,20140508,2014,Q2,5,May,19,Thursday,0,0,2014-05-01
2014-05-09,20140509,2014,Q2,5,May,19,Friday,0,0,2014-05-01
2014-05-10,20140510,2014,Q2,5,May,19,Saturday,1,0,2014-05-01
2014-05-11,20140511,2014,Q2,5,May,19,Sunday,1,0,2014-05-01
2014-05-12,20140512,2014,Q2,5,May,20,Monday,0,0,2014-05-01
2014-05-13,20140513,2014,Q2,5,May,20,Tuesday,0,0,2014-05-01
2014-05-14,20140514,2014,Q2,5,May,20,Wednesday,0,0,2014-05-01
2014-05-15,20140515,2014,Q2,5,May,20,Thursday,0,1,2014-05-01
2014-05-16,20140516,2014,Q2,5,May,20,Friday,0,0,2014-05-01
2014-05-17,20140517,2014,Q2,5,May,20,Saturday,1,0,2014-05-01
2014-05-18,20140518,2014,Q2,5,May,20,Sunday,1,0,2014-05-01
2014-05-19,20140519,2014,Q2,5,May,21,Monday,0,0,2014-05-01
2014-05-20,20140520,2014,Q2,5,May,21,Tuesday,0,0,2014-05-01
2014-05-21,20140521,2014,Q2,5,May,21,Wednesday,0,0,2014-05-01
2014-05-22,20140522,2014,Q2,5,May,21,Thursday,0,0,2014-05-01
2014-05-23,20140523,2014,Q2,5,May,21,Friday,0,0,2014-05-01
2014-05-24,20140524,2014,Q2,5,May,21,Saturday,1,0,2014-05-01
2014-05-25,20140525,2014,Q2,5,May,21,Sunday,1,0,2014-05-01
2014-05-26,20140526,2014,Q2,5,May,22,Monday,0,0,2014-05-01
2014-05-27,20140527,2014,Q2,5,May,22,Tuesday,0,0,2014-05-01
2014-05-28,20140528,2014,Q2,5,May,22,Wednesday,0,0,2014-05-01
2014-05-29,20140529,2014,Q2,5,May,22,Thursday,0,0,2014-05-01
2014-05-30,20140530,2014,Q2,5,May,22,Friday,0,0,2014-05-01
2014-05-31,20140531,2014,Q2,5,May,22,Saturday,1,1,2014-05-01
2014-06-01,20140601,2014,Q2,6,June,22,Sunday,1,0,2014-06-01
2014-06-02,20140602,2014,Q2,6,June,23,Monday,0,0,2014-06-01
2014-06-03,20140603,2014,Q2,6,June,23,Tuesday,0,0,2014-06-01
2014-06-04,20140604,2014,Q2,6,June,23,Wednesday,0,0,2014-06-01
2014-06-05,20140605,2014,Q2,6,June,23,Thursday,0,0,2014-06-01
2014-06-06,20140606,2014,Q2,6,June,23,Friday,0,0,2014-06-01
2014-06-07,20140607,2014,Q2,6,June,23,Saturday,1,0,2014-06-01
2014-06-08,20140608,2014,Q2,6,June,23,Sunday,1,0,2014-06-01
2014-06-09,20140609,2014,Q2,6,June,24,Monday,0,0,2014-06-01
2014-06-10,20140610,2014,Q2,6,June,24,Tuesday,0,0,2014-06-01
2014-06-11,20140611,2014,Q2,6,June,24,Wednesday,0,0,2014-06-01
2014-06-12,20140612,2014,Q2,6,June,24,Thursday,0,0,2014-06-01
2014-06-13,20140613,2014,Q2,6,June,24,Friday,0,0,2014-06-01
2014-06-14,20140614,2014,Q2,6,June,24,Saturday,1,0,2014-06-01
2014-06-15,20140615,2014,Q2,6,June,24,Sunday,1,1,2014-06-01
2014-06-16,20140616,2014,Q2,6,June,25,Monday,0,0,2014-06-01
2014-06-17,20140617,2014,Q2,6,June,25,Tuesday,0,0,2014-06-01
2014-06-18,20140618,2014,Q2,6,June,25,Wednesday,0,0,2014-06-01
2014-06-19,20140619,2014,Q2,6,June,25,Thursday,0,0,2014-06-01
2014-06-20,20140620,2014,Q2,6,June,25,Friday,0,0,2014-06-01
2014-06-21,20140621,2014,Q2,6,June,25,Saturday,1,0,2014-06-01
2014-06-22,20140622,2014,Q2,6,June,25,Sunday,1,0,2014-06-01
2014-06-23,20140623,2014,Q2,6,June,26,Monday,0,0,2014-06-01
2014-06-24,20140624,2014,Q2,6,June,26,Tuesday,0,0,2014-06-01
2014-06-25,20140625,2014,Q2,6,June,26,Wednesday,0,0,2014-06-01
2014-06-26,20140626,2014,Q2,6,June,26,Thursday,0,0,2014-06-01
2014-06-27,20140627,2014,Q2,6,June,26,Friday,0,0,2014-06-01
2014-06-28,20140628,2014,Q2,6,June,26,Saturday,1,0,2014-06-01
2014-06-29,20140629,2014,Q2,6,June,26,Sunday,1,0,2014-06-01
2014-06-30,20140630,2014,Q2,6,June,27,Monday,0,1,2014-06-01
2014-07-01,20140701,2014,Q3,7,July,27,Tuesday,0,0,2014-07-01
2014-07-02,20140702,2014,Q3,7,July,27,Wednesday,0,0,2014-07-01
2014-07-03,20140703,2014,Q3,7,July,27,Thursday,0,0,2014-07-01
2014-07-04,20140704,2014,Q3,7,July,27,Friday,0,0,2014-07-01
2014-07-05,20140705,2014,Q3,7,July,27,Saturday,1,0,2014-07-01
2014-07-06,20140706,2014,Q3,7,July,27,Sunday,1,0,2014-07-01
2014-07-07,20140707,2014,Q3,7,July,28,Monday,0,0,2014-07-01
2014-07-08,20140708,2014,Q3,7,July,28,Tuesday,0,0,2014-07-01
2014-07-09,20140709,2014,Q3,7,July,28,Wednesday,0,0,2014-07-01
2014-07-10,20140710,2014,Q3,7,July,28,Thursday,0,0,2014-07-01
2014-07-11,20140711,2014,Q3,7,July,28,Friday,0,0,2014-07-01
2014-07-12,20140712,2014,Q3,7,July,28,Saturday,1,0,2014-07-01
2014-07-13,20140713,2014,Q3,7,July,28,Sunday,1,0,2014-07-01
2014-07-14,20140714,2014,Q3,7,July,29,Monday,0,0,2014-07-01
2014-07-15,20140715,2014,Q3,7,July,29,Tuesday,0,1,2014-07-01
2014-07-16,20140716,2014,Q3,7,July,29,Wednesday,0,0,2014-07-01
2014-07-17,20140717,2014,Q3,7,July,29,Thursday,0,0,2014-07-01
2014-07-18,20140718,2014,Q3,7,July,29,Friday,0,0,2014-07-01
2014-07-19,20140719,2014,Q3,7,July,29,Saturday,1,0,2014-07-01
2014-07-20,20140720,2014,Q3,7,July,29,Sunday,1,0,2014-07-01
2014-07-21,20140721,2014,Q3,7,July,30,Monday,0,0,2014-07-01
2014-07-22,20140722,2014,Q3,7,July,30,Tuesday,0,0,2014-07-01
2014-07-23,20140723,2014,Q3,7,July,30,Wednesday,0,0,2014-07-01
2014-07-24,20140724,2014,Q3,7,July,30,Thursday,0,0,2014-07-01
2014-07-25,20140725,2014,Q3,7,July,30,Friday,0,0,2014-07-01
2014-07-26,20140726,2014,Q3,7,July,30,Saturday,1,0,2014-07-01
2014-07-27,20140727,2014,Q3,7,July,30,Sunday,1,0,2014-07-01
2014-07-28,20140728,2014,Q3,7,July,31,Monday,0,0,2014-07-01
2014-07-29,20140729,2014,Q3,7,July,31,Tuesday,0,0,2014-07-01
2014-07-30,20140730,2014,Q3,7,July,31,Wednesday,0,0,2014-07-01
2014-07-31,20140731,2014,Q3,7,July,31,Thursday,0,1,2014-07-01
2014-08-01,20140801,2014,Q3,8,August,31,Friday,0,0,2014-08-01
2014-08-02,20140802,2014,Q3,8,August,31,Saturday,1,0,2014-08-01
2014-08-03,20140803,2014,Q3,8,August,31,Sunday,1,0,2014-08-01
2014-08-04,20140804,2014,Q3,8,August,32,Monday,0,0,2014-08-01
2014-08-05,20140805,2014,Q3,8,August,32,Tuesday,0,0,2014-08-01
2014-08-06,20140806,2014,Q3,8,August,32,Wednesday,0,0,2014-08-01
2014-08-07,20140807,2014,Q3,8,August,32,Thursday,0,0,2014-08-01
2014-08-08,20140808,2014,Q3,8,August,32,Friday,0,0,2014-08-01
2014-08-09,20140809,2014,Q3,8,August,32,Saturday,1,0,2014-08-01
2014-08-10,20140810,2014,Q3,8,August,32,Sunday,1,0,2014-08-01
2014-08-11,20140811,2014,Q3,8,August,33,Monday,0,0,2014-08-01
2014-08-12,20140812,2014,Q3,8,August,33,Tuesday,0,0,2014-08-01
2014-08-13,20140813,2014,Q3,8,August,33,Wednesday,0,0,2014-08-01
2014-08-14,20140814,2014,Q3,8,August,33,Thursday,0,0,2014-08-01
2014-08-15,20140815,2014,Q3,8,August,33,Friday,0,1,2014-08-01
2014-08-16,20140816,2014,Q3,8,August,33,Saturday,1,0,2014-08-01
2014-08-17,20140817,2014,Q3,8,August,33,Sunday,1,0,2014-08-01
2014-08-18,20140818,2014,Q3,8,August,34,Monday,0,0,2014-08-01
2014-08-19,20140819,2014,Q3,8,August,34,Tuesday,0,0,2014-08-01
2014-08-20,20140820,2014,Q3,8,August,34,Wednesday,0,0,2014-08-01
2014-08-21,20140821,2014,Q3,8,August,34,Thursday,0,0,2014-08-01
2014-08-22,20140822,2014,Q3,8,August,34,Friday,0,0,2014-08-01
2014-08-23,20140823,2014,Q3,8,August,34,Saturday,1,0,2014-08-01
2014-08-24,20140824,2014,Q3,8,August,34,Sunday,1,0,2014-08-01
2014-08-25,20140825,2014,Q3,8,August,35,Monday,0,0,2014-08-01
2014-08-26,20140826,2014,Q3,8,August,35,Tuesday,0,0,2014-08-01
2014-08-27,20140827,2014,Q3,8,August,35,Wednesday,0,0,2014-08-01
2014-08-28,20140828,2014,Q3,8,August,35,Thursday,0,0,2014-08-01
2014-08-29,20140829,2014,Q3,8,August,35,Friday,0,0,2014-08-01
2014-08-30,20140830,2014,Q3,8,August,35,Saturday,1,0,2014-08-01
2014-08-31,20140831,2014,Q3,8,August,35,Sunday,1,1,2014-08-01
2014-09-01,20140901,2014,Q3,9,September,36,Monday,0,0,2014-09-01
2014-09-02,20140902,2014,Q3,9,September,36,Tuesday,0,0,2014-09-01
2014-09-03,20140903,2014,Q3,9,September,36,Wednesday,0,0,2014-09-01
2014-09-04,20140904,2014,Q3,9,September,36,Thursday,0,0,2014-09-01
2014-09-05,20140905,2014,Q3,9,September,36,Friday,0,0,2014-09-01
2014-09-06,20140906,2014,Q3,9,September,36,Saturday,1,0,2014-09-01
2014-09-07,20140907,2014,Q3,9,September,36,Sunday,1,0,2014-09-01
2014-09-08,20140908,2014,Q3,9,September,37,Monday,0,0,2014-09-01
2014-09-09,20140909,2014,Q3,9,September,37,Tuesday,0,0,2014-09-01
2014-09-10,20140910,2014,Q3,9,September,37,Wednesday,0,0,2014-09-01
2014-09-11,20140911,2014,Q3,9,September,37,Thursday,0,0,2014-09-01
2014-09-12,20140912,2014,Q3,9,September,37,Friday,0,0,2014-09-01
2014-09-13,20140913,2014,Q3,9,September,37,Saturday,1,0,2014-09-01
2014-09-14,20140914,2014,Q3,9,September,37,Sunday,1,0,2014-09-01
2014-09-15,20140915,2014,Q3,9,September,38,Monday,0,1,2014-09-01
2014-09-16,20140916,2014,Q3,9,September,38,Tuesday,0,0,2014-09-01
2014-09-17,20140917,2014,Q3,9,September,38,Wednesday,0,0,2014-09-01
2014-09-18,20140918,2014,Q3,9,September,38,Thursday,0,0,2014-09-01
2014-09-19,20140919,2014,Q3,9,September,38,Friday,0,0,2014-09-01
2014-09-20,20140920,2014,Q3,9,September,38,Saturday,1,0,2014-09-01
2014-09-21,20140921,2014,Q3,9,September,38,Sunday,1,0,2014-09-01
2014-09-22,20140922,2014,Q3,9,September,39,Monday,0,0,2014-09-01
2014-09-23,20140923,2014,Q3,9,September,39,Tuesday,0,0,2014-09-01
2014-09-24,20140924,2014,Q3,9,September,39,Wednesday,0,0,2014-09-01
2014-09-25,20140925,2014,Q3,9,September,39,Thursday,0,0,2014-09-01
2014-09-26,20140926,2014,Q3,9,September,39,Friday,0,0,2014-09-01
2014-09-27,20140927,2014,Q3,9,September,39,Saturday,1,0,2014-09-01
2014-09-28,20140928,2014,Q3,9,September,39,Sunday,1,0,2014-09-01
2014-09-29,20140929,2014,Q3,9,September,40,Monday,0,0,2014-09-01
2014-09-30,20140930,2014,Q3,9,September,40,Tuesday,0,1,2014-09-01
2014-10-01,20141001,2014,Q4,10,October,40,Wednesday,0,0,2014-10-01
2014-10-02,20141002,2014,Q4,10,October,40,Thursday,0,0,2014-10-01
2014-10-03,20141003,2014,Q4,10,October,40,Friday,0,0,2014-10-01
2014-10-04,20141004,2014,Q4,10,October,40,Saturday,1,0,2014-10-01
2014-10-05,20141005,2014,Q4,10,October,40,Sunday,1,0,2014-10-01
2014-10-06,20141006,2014,Q4,10,October,41,Monday,0,0,2014-10-01
2014-10-07,20141007,2014,Q4,10,October,41,Tuesday,0,0,2014-10-01
2014-10-08,20141008,2014,Q4,10,October,41,Wednesday,0,0,2014-10-01
2014-10-09,20141009,2014,Q4,10,October,41,Thursday,0,0,2014-10-01
2014-10-10,20141010,2014,Q4,10,October,41,Friday,0,0,2014-10-01
2014-10-11,20141011,2014,Q4,10,October,41,Saturday,1,0,2014-10-01
2014-10-12,20141012,2014,Q4,10,October,41,Sunday,1,0,2014-10-01
2014-10-13,20141013,2014,Q4,10,October,42,Monday,0,0,2014-10-01
2014-10-14,20141014,2014,Q4,10,October,42,Tuesday,0,0,2014-10-01
2014-10-15,20141015,2014,Q4,10,October,42,Wednesday,0,1,2014-10-01
2014-10-16,20141016,2014,Q4,10,October,42,Thursday,0,0,2014-10-01
2014-10-17,20141017,2014,Q4,10,October,42,Friday,0,0,2014-10-01
2014-10-18,20141018,2014,Q4,10,October,42,Saturday,1,0,2014-10-01
2014-10-19,20141019,2014,Q4,10,October,42,Sunday,1,0,2014-10-01
2014-10-20,20141020,2014,Q4,10,October,43,Monday,0,0,2014-10-01
2014-10-21,20141021,2014,Q4,10,October,43,Tuesday,0,0,2014-10-01
2014-10-22,20141022,2014,Q4,10,October,43,Wednesday,0,0,2014-10-01
2014-10-23,20141023,2014,Q4,10,October,43,Thursday,0,0,2014-10-01
2014-10-24,20141024,2014,Q4,10,October,43,Friday,0,0,2014-10-01
2014-10-25,20141025,2014,Q4,10,October,43,Saturday,1,0,2014-10-01
2014-10-26,20141026,2014,Q4,10,October,43,Sunday,1,0,2014-10-01
2014-10-27,20141027,2014,Q4,10,October,44,Monday,0,0,2014-10-01
2014-10-28,20141028,2014,Q4,10,October,44,Tuesday,0,0,2014-10-01
2014-10-29,20141029,2014,Q4,10,October,44,Wednesday,0,0,2014-10-01
2014-10-30,20141030,2014,Q4,10,October,44,Thursday,0,0,2014-10-01
2014-10-31,20141031,2014,Q4,10,October,44,Friday,0,1,2014-10-01
2014-11-01,20141101,2014,Q4,11,November,44,Saturday,1,0,2014-11-01
2014-11-02,20141102,2014,Q4,11,November,44,Sunday,1,0,2014-11-01
2014-11-03,20141103,2014,Q4,11,November,45,Monday,0,0,2014-11-01
2014-11-04,20141104,2014,Q4,11,November,45,Tuesday,0,0,2014-11-01
2014-11-05,20141105,2014,Q4,11,November,45,Wednesday,0,0,2014-11-01
2014-11-06,20141106,2014,Q4,11,November,45,Thursday,0,0,2014-11-01
2014-11-07,20141107,2014,Q4,11,November,45,Friday,0,0,2014-11-01
2014-11-08,20141108,2014,Q4,11,November,45,Saturday,1,0,2014-11-01
2014-11-09,20141109,2014,Q4,11,November,45,Sunday,1,0,2014-11-01
2014-11-10,20141110,2014,Q4,11,November,46,Monday,0,0,2014-11-01
2014-11-11,20141111,2014,Q4,11,November,46,Tuesday,0,0,2014-11-01
2014-11-12,20141112,2014,Q4,11,November,46,Wednesday,0,0,2014-11-01
2014-11-13,20141113,2014,Q4,11,November,46,Thursday,0,0,2014-11-01
2014-11-14,20141114,2014,Q4,11,November,46,Friday,0,0,2014-11-01
2014-11-15,20141115,2014,Q4,11,November,46,Saturday,1,1,2014-11-01
2014-11-16,20141116,2014,Q4,11,November,46,Sunday,1,0,2014-11-01
2014-11-17,20141117,2014,Q4,11,November,47,Monday,0,0,2014-11-01
2014-11-18,20141118,2014,Q4,11,November,47,Tuesday,0,0,2014-11-01
2014-11-19,20141119,2014,Q4,11,November,47,Wednesday,0,0,2014-11-01
2014-11-20,20141120,2014,Q4,11,November,47,Thursday,0,0,2014-11-01
2014-11-21,20141121,2014,Q4,11,November,47,Friday,0,0,2014-11-01
2014-11-22,20141122,2014,Q4,11,November,47,Saturday,1,0,2014-11-01
2014-11-23,20141123,2014,Q4,11,November,47,Sunday,1,0,2014-11-01
